customer_id,favourite_category,discount_per_order,avg_basket_size,coupen_usage_rate,tenure_months,gender,location,recency,frequency,monetary_value,avg_order_value,purchase_frequency,lifetime_value
14,12402,Apparel,18.468,1.5454545454545454,0.5454545454545454,22,F,California,95,6,601.69168,100.28194666666667,0.004087193460490463,8.249366307419313
15,12410,Apparel,26.50730769230769,2.576923076923077,0.15384615384615385,8,M,California,11,14,2038.12409,145.58029214285713,0.009536784741144414,10.161188563542678
16,12413,Apparel,11.28126923076923,9.961538461538462,0.46153846153846156,15,F,New Jersey,132,10,3209.89346,320.98934599999995,0.006811989100817439,30.005839262903798
17,12414,Nest,25.77257142857143,1.0,0.14285714285714285,43,M,New York,18,6,507.98876,84.66479333333334,0.004087193460490463,13.612768535867813
18,12415,Apparel,5.908702127659574,3.595744680851064,0.2978723404255319,29,M,Chicago,141,24,3129.8837700000004,130.41182375000002,0.01634877384196185,56.56530191319912
19,12417,Apparel,9.563466666666667,5.233333333333333,0.36666666666666664,37,F,California,75,15,1824.54624,121.636416,0.010217983651226158,42.0707737880599
20,12421,Nest-USA,18.292454545454547,1.5454545454545454,0.7272727272727273,38,F,California,77,6,2043.26414,340.5440233333333,0.004087193460490463,48.38736929183155
21,12422,Nest-USA,23.63353846153846,7.769230769230769,0.38461538461538464,50,M,Chicago,103,9,880.61536,97.84615111111111,0.006130790190735695,27.439750751731776
22,12423,Apparel,4.5370625,1.0625,0.4375,9,M,New York,173,8,871.1811500000001,108.89764375000001,0.005449591280653951,4.8862409699613565
23,12427,Apparel,13.881076923076924,13.076923076923077,0.46153846153846156,37,F,New York,171,3,1402.55048,467.5168266666667,0.0020435967302452314,32.34030614122163
24,12429,Apparel,11.1987,6.65,0.3,43,F,New Jersey,263,10,2732.5487300000004,273.25487300000003,0.006811989100817439,73.22515044322942
25,12431,Nest-USA,20.687545454545457,1.2954545454545454,0.3181818181818182,14,F,New Jersey,41,32,5476.40002,171.137500625,0.021798365122615803,47.780105082838986
26,12433,Apparel,9.361462585034014,10.16326530612245,0.3197278911564626,32,M,California,266,55,17857.37756,324.679592,0.03746594005449591,356.11606089702946
27,12434,Office,2.1013333333333333,5.0,0.6666666666666666,32,F,Chicago,223,1,46.8128,46.8128,0.0006811989100817438,0.9335519663818129
28,12437,Apparel,39.68633333333334,1.4444444444444444,0.16666666666666666,50,F,New Jersey,18,14,2022.72387,144.48027642857144,0.009536784741144414,63.027561581912785
29,12441,Nest-USA,47.21399999999999,1.4545454545454546,0.6363636363636364,39,F,Chicago,278,11,1421.45868,129.22351636363635,0.007493188010899182,34.54798706759646
30,12451,Apparel,28.87737623762376,7.910891089108911,0.33663366336633666,49,M,Washington DC,104,57,8754.81471,153.5932405263158,0.0388283378746594,267.3418447409264
31,12464,Nest-USA,62.5445,1.6666666666666667,0.5,26,M,New York,14,6,1001.70071,166.95011833333334,0.004087193460490463,16.23062452751338
32,12468,Nest-USA,22.996333333333336,2.1666666666666665,0.25,9,F,California,52,7,1299.1330400000002,185.5904342857143,0.004768392370572207,7.2865179480506965
33,12471,Nest-USA,20.133625,2.1796875,0.3125,11,F,California,16,70,13542.74803,193.46782900000002,0.047683923705722074,92.83748888513077
34,12472,Nest-USA,14.383166666666666,4.031746031746032,0.4126984126984127,2,F,New Jersey,63,67,12298.07142,183.5533047761194,0.04564032697547684,15.328191163587972
35,12474,Nest-USA,33.50205555555556,6.25,0.4166666666666667,17,F,New York,61,27,6480.726960000001,240.0269244444445,0.018392370572207085,68.65885355511587
36,12476,Nest-USA,23.374888888888886,11.185185185185185,0.37037037037037035,14,M,Chicago,34,13,3065.7745600000003,235.82881230769232,0.008855585831062671,26.74805165841309
37,12477,Nest,37.918499999999995,1.0,0.5,10,F,California,27,2,204.11645,102.058225,0.0013623978201634877,1.2720433384964622
38,12480,Apparel,6.127761904761904,1.2142857142857142,0.35714285714285715,22,M,California,148,14,1411.87648,100.84831999999999,0.009536784741144414,19.357233366347657
39,12481,Apparel,41.26430434782609,16.456521739130434,0.2826086956521739,49,F,California,152,13,10322.95984,794.0738338461538,0.008855585831062671,315.2275882732072
40,12483,Apparel,7.0955714285714295,1.9285714285714286,0.14285714285714285,39,F,New York,167,6,1066.81812,177.80301999999998,0.004087193460490463,25.928589505843085
41,12484,Apparel,10.541224489795917,4.428571428571429,0.3877551020408163,44,M,California,150,35,5876.48384,167.89953828571427,0.023841961852861037,161.13657345499635
42,12489,Apparel,7.755866666666666,3.2,0.4,2,M,California,151,6,842.08664,140.34777333333332,0.004087193460490463,1.049568225244823
43,12490,Apparel,12.638093023255813,1.4186046511627908,0.3488372093023256,26,F,New York,124,22,2804.22992,127.46499636363637,0.014986376021798364,45.43712754315497
44,12494,Apparel,13.72642857142857,1.2857142857142858,0.5714285714285714,28,F,California,165,5,394.76707,78.953414,0.0034059945504087193,6.888471265415142
45,12500,Apparel,2.6304000000000003,1.0,0.6,46,F,Washington DC,141,3,92.07744,30.69248,0.0020435967302452314,2.639580853076346
46,12501,Apparel,12.5265375,3.7875,0.275,8,M,Chicago,42,71,10154.78088,143.0250828169014,0.048365122615803814,50.62726251527594
47,12502,Nest-USA,49.53687096774193,3.774193548387097,0.45161290322580644,23,F,California,16,21,4145.86187,197.4219938095238,0.01430517711171662,59.424640886797555
48,12503,Headgear,1.0630000000000002,1.0,0.0,36,F,Chicago,158,1,16.04535,16.04535,0.0006811989100817438,0.3599776994594956
49,12510,Apparel,14.41603448275862,7.448275862068965,0.3103448275862069,25,F,California,105,12,1277.88055,106.49004583333334,0.008174386920980926,19.909216540627856
50,12515,Apparel,7.944625,5.9375,0.1875,28,F,New York,172,4,1434.14628,358.53657,0.0027247956403269754,25.025074761636066
51,12523,Notebooks & Journals,14.222,4.0,0.7142857142857143,35,F,Chicago,132,3,509.0009600000001,169.6669866666667,0.0020435967302452314,11.102238362449794
52,12524,Apparel,6.846875000000001,1.4375,0.625,20,F,Washington DC,140,5,588.4200000000001,117.68400000000001,0.0034059945504087193,7.334007045861208
53,12527,Lifestyle,49.1091,42.4,0.1,25,F,Chicago,108,6,1409.50234,234.91705666666667,0.004087193460490463,21.959867298693656
54,12528,Nest-USA,29.099290322580643,3.096774193548387,0.3870967741935484,43,F,New York,35,22,4169.27512,189.51250545454548,0.014986376021798364,111.72565544740105
55,12530,Nest-USA,18.97969230769231,6.615384615384615,0.07692307692307693,29,M,California,152,8,1299.05472,162.38184,0.005449591280653951,23.4773646046819
56,12539,Nest-USA,20.346524064171124,2.5989304812834226,0.2887700534759358,13,M,Chicago,54,100,18009.36328,180.09363280000002,0.0681198910081744,145.90346720292678
57,12540,Apparel,15.299140625,4.84375,0.28125,25,F,Chicago,22,32,3985.16684,124.53646375,0.021798365122615803,62.0883928220753
58,12551,Nest-USA,50.407799999999995,1.7,0.3,41,M,Chicago,189,9,1391.76676,154.64075111111111,0.006130790190735695,35.56102071525886
59,12553,Apparel,7.547179487179488,2.3333333333333335,0.2564102564102564,8,F,Chicago,70,14,1629.4353600000002,116.38824000000001,0.009536784741144414,8.123646654440972
60,12557,Apparel,6.169333333333333,1.1111111111111112,0.5555555555555556,50,M,New York,137,4,318.57328,79.64332,0.0027247956403269754,9.926662418608796
61,12559,Nest-USA,15.148136363636365,6.181818181818182,0.36363636363636365,25,F,California,21,11,2867.9509000000003,260.7228090909091,0.007493188010899182,44.682310483549145
62,12567,Apparel,21.926383561643835,3.5547945205479454,0.3356164383561644,23,F,Washington DC,11,71,11225.26317,158.1022981690141,0.048365122615803814,160.89711950220973
63,12574,Apparel,29.09,17.272727272727273,0.6363636363636364,48,F,California,46,5,1600.5944000000002,320.11888000000005,0.0034059945504087193,47.879150024129665
64,12577,Apparel,26.562089552238803,14.567164179104477,0.31343283582089554,10,F,New Jersey,203,33,5291.15856,160.33813818181818,0.022479564032697547,32.97423112726355
65,12578,Apparel,14.934473684210525,1.5263157894736843,0.39473684210526316,8,F,Chicago,57,40,5507.48736,137.687184,0.027247956403269755,27.457904968037482
66,12583,Apparel,9.288761904761905,3.6904761904761907,0.2857142857142857,33,M,Chicago,152,15,2987.77264,199.18484266666667,0.010217983651226158,61.44483571048861
67,12585,Apparel,5.002094594594595,2.864864864864865,0.3108108108108108,4,F,New Jersey,161,26,4484.0985200000005,172.4653276923077,0.017711171662125342,11.177869596552059
68,12586,Apparel,5.696999999999999,1.0,0.0,3,M,California,303,1,22.18574,22.18574,0.0006811989100817438,0.0414781211067719
69,12591,Nest,34.158692307692306,6.076923076923077,0.3076923076923077,25,F,California,60,21,4199.722000000001,199.98676190476195,0.01430517711171662,65.43113494327675
70,12594,Lifestyle,21.227,10.916666666666666,0.25,13,F,California,93,5,721.74819,144.349638,0.0034059945504087193,5.847267431457841
71,12600,Apparel,15.47573333333333,1.0666666666666667,0.6,39,M,New York,16,8,720.03318,90.0041475,0.005449591280653951,17.500119659391263
72,12601,Apparel,12.718444444444446,1.0,0.5555555555555556,10,F,California,137,4,555.9315200000001,138.98288000000002,0.0027247956403269754,3.4645369673841224
73,12605,Nest-USA,9.439666666666668,1.0,0.0,37,F,New York,257,2,299.45178000000004,149.72589000000002,0.0013623978201634877,6.904822591293647
74,12609,Apparel,2.1209375,1.1875,0.1875,3,F,Chicago,66,4,432.7827,108.195675,0.0027247956403269754,0.8091239347218407
75,12621,Apparel,15.58960606060606,3.5454545454545454,0.36363636363636365,44,M,California,188,20,2487.74628,124.38731399999999,0.013623978201634877,68.21543666231095
76,12625,Nest-USA,10.264793103448277,3.206896551724138,0.39655172413793105,26,M,New Jersey,16,24,6359.19876,264.966615,0.01634877384196185,103.03852871322081
77,12626,Apparel,18.718402985074626,8.686567164179104,0.29850746268656714,30,F,California,28,34,4873.87326,143.34921352941177,0.02316076294277929,91.12119106116685
78,12637,Apparel,17.29584,1.6666666666666667,0.3466666666666667,13,F,California,57,26,3871.37249,148.89894192307693,0.017711171662125342,31.36405548286702
79,12643,Apparel,6.079000000000001,1.0,0.5,48,M,New York,136,1,69.38576,69.38576,0.0006811989100817438,2.0755609369733237
80,12645,Nest-USA,30.50525,4.8125,0.5625,50,F,New Jersey,52,8,2240.4487200000003,280.05609000000004,0.005449591280653951,69.81181255893208
81,12647,Nest-USA,17.38533962264151,4.0754716981132075,0.3018867924528302,28,M,New York,189,28,3634.79326,129.814045,0.01907356948228883,63.42517101853159
82,12649,Bags,0.719,1.0,0.5,33,M,Chicago,258,1,28.15708,28.15708,0.0006811989100817438,0.5790625201946706
83,12651,Apparel,54.12155555555556,28.333333333333332,0.4444444444444444,44,M,New York,145,7,2230.96032,318.7086171428572,0.004768392370572207,61.174217655784815
84,12652,Apparel,10.655196078431372,3.3137254901960786,0.35294117647058826,21,M,New York,88,26,2811.89566,108.14983307692309,0.017711171662125342,36.79954065429435
85,12662,Apparel,16.171,4.352941176470588,0.47058823529411764,21,M,Chicago,13,16,3110.89493,194.430933125,0.010899182561307902,40.71257197636314
86,12664,Nest,15.3198,1.0,0.4,14,M,Chicago,91,5,768.7543800000001,153.750876,0.0034059945504087193,6.707173494476164
87,12665,Apparel,6.059999999999999,4.25,0.25,10,F,Chicago,104,2,113.2068,56.6034,0.0013623978201634877,0.7054990218206387
88,12666,Apparel,5.696999999999999,1.0,0.5,13,M,California,206,2,43.37148,21.68574,0.0013623978201634877,0.35137551568799236
89,12668,Apparel,20.471635135135138,2.891891891891892,0.2972972972972973,32,F,California,32,38,6352.7546600000005,167.17775421052633,0.025885558583106268,126.68814095256481
90,12672,Apparel,5.103,1.0,0.4,43,F,California,124,3,291.3256,97.10853333333334,0.0020435967302452314,7.80676320746312
91,12673,Apparel,23.08473913043478,1.5217391304347827,0.30434782608695654,4,M,California,114,11,1487.63402,135.23945636363635,0.007493188010899182,3.708343830713718
92,12676,Nest-USA,34.12325,1.0833333333333333,0.3333333333333333,38,F,California,22,10,1114.74175,111.47417499999999,0.006811989100817439,26.398652854678183
93,12678,Notebooks & Journals,4.0596000000000005,1.2,0.0,27,M,New York,173,3,230.90673000000004,76.96891000000001,0.0020435967302452314,3.88529730366344
94,12681,Apparel,14.354551569506727,2.2600896860986546,0.28699551569506726,27,M,Chicago,29,88,15897.67961,180.65545011363636,0.05994550408719346,267.4985338159621
95,12682,Apparel,17.97956692913386,1.811023622047244,0.2755905511811024,33,F,Chicago,21,68,11971.42915,176.05042867647057,0.04632152588555858,246.19761473600758
96,12683,Apparel,24.404701298701298,9.662337662337663,0.3246753246753247,15,M,Chicago,93,38,9953.68291,261.9390239473684,0.025885558583106268,93.04626872923457
97,12686,Nest-USA,13.694,1.2857142857142858,0.14285714285714285,30,M,Chicago,335,6,1029.95996,171.65999333333332,0.004087193460490463,19.255974313232706
98,12691,Apparel,19.7716,1.2666666666666666,0.5333333333333333,7,F,California,66,8,1229.8978000000002,153.73722500000002,0.005449591280653951,5.36526239048846
99,12693,Nest-USA,18.988333333333333,1.8888888888888888,0.2222222222222222,4,F,Chicago,79,4,1706.5416600000003,426.6354150000001,0.0027247956403269754,4.254032343732599
100,12705,Apparel,16.4438,1.2,0.3,45,F,New Jersey,187,13,1463.38251,112.56788538461538,0.008855585831062671,41.038764297682995
101,12708,Nest-USA,19.675121212121212,5.151515151515151,0.2727272727272727,25,F,California,124,21,2618.97958,124.71331333333335,0.01430517711171662,40.80336896410435
102,12709,Apparel,21.275757575757574,6.0606060606060606,0.48484848484848486,36,M,Washington DC,54,16,2895.0380800000003,180.93988000000002,0.010899182561307902,64.950228439145
103,12712,Apparel,19.924446808510638,1.3829787234042554,0.3404255319148936,37,M,Chicago,11,27,3467.1959,128.41466296296298,0.018392370572207085,79.94733769410459
104,12720,Nest-USA,25.77404615384615,3.4615384615384617,0.4,20,F,Chicago,35,26,6205.7496,238.68267692307694,0.017711171662125342,77.3478319758852
105,12721,Apparel,10.804166666666667,8.0,0.5,5,F,California,179,10,2141.77197,214.17719699999998,0.006811989100817439,6.673707011406833
106,12724,Apparel,9.618909090909092,1.1818181818181819,0.5454545454545454,19,M,California,133,7,534.8224,76.4032,0.004768392370572207,6.332673409112846
107,12725,Nest-USA,40.10658333333333,33.125,0.3333333333333333,48,F,New Jersey,326,14,4578.1124,327.00802857142855,0.009536784741144414,136.94670581561968
108,12726,Nest-USA,18.2654,1.68,0.4,25,M,Chicago,45,16,1802.12502,112.63281375,0.010899182561307902,28.076878747754083
109,12727,Apparel,7.647750000000001,1.25,0.5,6,M,Chicago,82,8,964.26298,120.5328725,0.005449591280653951,3.6055427191715723
110,12728,Apparel,8.392615384615384,6.6923076923076925,0.3076923076923077,5,F,California,135,7,594.29088,84.89869714285715,0.004768392370572207,1.8517952742985693
111,12731,Nest-USA,36.82362903225807,18.080645161290324,0.25806451612903225,28,F,California,35,38,11814.62346,310.9111436842106,0.025885558583106268,206.15877159133268
112,12734,Apparel,1.99875,1.25,0.5,27,F,California,172,2,108.76362,54.38181,0.0013623978201634877,1.8300852449067855
113,12735,Apparel,11.68125581395349,1.5116279069767442,0.3023255813953488,5,M,Washington DC,42,18,3026.88089,168.16004944444444,0.01226158038147139,9.431683905306855
114,12736,Apparel,7.092500000000001,6.25,0.5,3,F,New York,138,1,157.90640000000002,157.90640000000002,0.0006811989100817438,0.2952193969069486
115,12738,Nest-USA,16.168818181818185,1.5454545454545454,0.45454545454545453,42,M,New York,336,8,1835.25502,229.4068775,0.005449591280653951,48.036307093619385
116,12744,Nest-USA,16.577785714285714,6.535714285714286,0.30357142857142855,16,M,New York,69,34,10402.66408,305.96070823529413,0.02316076294277929,103.72619782936988
117,12747,Apparel,24.5125,10.55,0.35,9,F,Chicago,95,10,1511.21776,151.121776,0.006811989100817439,8.476049020855454
118,12748,Apparel,17.175587050359713,7.005755395683453,0.36258992805755397,28,F,Chicago,108,328,78753.89421,240.10333600609755,0.22343324250681199,1374.2127409591913
119,12753,Apparel,7.6133461538461535,2.6153846153846154,0.36538461538461536,13,F,New York,153,20,2346.93488,117.34674399999999,0.013623978201634877,19.013772500872378
120,12754,Nest-USA,30.177567567567564,1.7837837837837838,0.2702702702702703,11,F,California,11,17,3210.5303,188.85472352941176,0.011580381471389645,22.008647756080673
121,12755,Apparel,4.998,2.0,1.0,37,F,Chicago,264,1,59.57876,59.57876,0.0006811989100817438,1.37377967166955
122,12763,Nest-USA,20.2629375,2.4375,0.4375,48,F,California,305,8,940.1717,117.5214625,0.005449591280653951,28.123690719360898
123,12764,Nest-USA,24.2128,4.822222222222222,0.3333333333333333,25,F,Chicago,56,28,5122.93664,182.96202285714284,0.01907356948228883,79.81470168684896
124,12766,Apparel,5.971625,1.7954545454545454,0.3409090909090909,22,F,Chicago,143,28,4641.5804800000005,165.77073142857145,0.01907356948228883,63.637405830320226
125,12775,Apparel,32.33446153846153,2.230769230769231,0.46153846153846156,21,M,California,14,7,1140.59428,162.94204,0.004768392370572207,14.927063679494985
126,12778,Apparel,17.653000000000002,1.1111111111111112,0.3333333333333333,42,F,Chicago,31,3,492.76134,164.25378,0.0020435967302452314,12.897627193033582
127,12779,Apparel,16.22497619047619,2.3333333333333335,0.38095238095238093,28,F,California,8,15,2165.47232,144.3648213333333,0.010217983651226158,37.786317517243425
128,12782,Apparel,12.666160714285713,3.0714285714285716,0.2857142857142857,19,F,Chicago,65,32,4114.39315,128.5747859375,0.021798365122615803,48.71730895273092
129,12785,Apparel,5.0015,1.2142857142857142,0.21428571428571427,36,F,New Jersey,246,8,865.1099100000001,108.13873875000002,0.005449591280653951,19.408755507446788
130,12791,Apparel,7.015000000000001,1.0,0.5,26,F,Washington DC,363,2,153.15916,76.57958,0.0013623978201634877,2.481648254905746
131,12793,Apparel,19.29975,2.5416666666666665,0.5,39,F,Chicago,145,11,2289.4348,208.13043636363636,0.007493188010899182,55.6438009598037
132,12797,Apparel,2.412176470588235,1.0588235294117647,0.47058823529411764,34,M,California,213,7,464.25558000000007,66.32222571428572,0.004768392370572207,9.836938379321996
133,12808,Nest-USA,23.913857142857143,15.0,0.2857142857142857,32,M,California,303,5,484.04678,96.80935600000001,0.0034059945504087193,9.652975752140117
134,12820,Lifestyle,17.264181818181818,9.727272727272727,0.2727272727272727,24,M,California,112,5,600.3023400000001,120.06046800000001,0.0034059945504087193,8.97852878802278
135,12826,Office,36.369020408163266,6.387755102040816,0.2857142857142857,33,M,California,54,31,6716.3846,216.65756774193548,0.02111716621253406,138.12535224081032
136,12829,Nest-USA,20.55425,1.5,0.4166666666666667,15,M,New Jersey,90,6,932.1547,155.35911666666667,0.004087193460490463,8.713711045213417
137,12836,Apparel,22.18884615384615,5.82051282051282,0.4358974358974359,6,M,Chicago,26,19,2704.23012,142.32790105263157,0.012942779291553134,10.111574769914395
138,12838,Drinkware,7.239915254237289,8.186440677966102,0.3389830508474576,31,F,California,361,28,5560.27124,198.58111571428572,0.01907356948228883,107.41911576619101
139,12839,Apparel,27.586945945945942,2.891891891891892,0.32432432432432434,45,F,California,186,23,3351.10057,145.7000247826087,0.015667574931880108,93.97749767424864
140,12841,Apparel,23.430954545454547,3.418181818181818,0.33636363636363636,19,F,California,35,49,11601.27126,236.76063795918367,0.03337874659400545,137.36721203170825
141,12842,Nest-USA,59.695499999999996,1.2857142857142858,0.5714285714285714,27,F,New Jersey,9,9,2243.49745,249.27749444444441,0.006130790190735695,37.74967751377711
142,12853,Office,20.17230434782609,1.8695652173913044,0.5217391304347826,11,M,New York,29,12,1854.39947,154.53328916666666,0.008174386920980926,12.712175535079886
143,12854,Nest-USA,12.752055555555556,1.2777777777777777,0.3333333333333333,42,M,New York,69,23,4677.79788,203.38251652173912,0.015667574931880108,122.43755392945971
144,12855,Nest-USA,29.67766666666667,2.3333333333333335,0.6666666666666666,33,F,New York,349,3,900.9267,300.3089,0.0020435967302452314,18.52794698216818
145,12865,Nest-USA,71.39999999999999,2.0,0.0,34,M,New Jersey,210,1,189.26,189.26,0.0006811989100817438,4.010159571308719
146,12867,Apparel,17.389189655172412,5.293103448275862,0.27586206896551724,32,M,Chicago,213,24,3283.41974,136.80915583333334,0.01634877384196185,65.47873561790496
147,12868,Apparel,20.478173913043477,2.1956521739130435,0.34782608695652173,8,F,California,50,19,5575.99864,293.47361263157893,0.012942779291553134,27.799472018947355
148,12870,Apparel,1.7075000000000002,1.0,0.5,28,F,California,270,1,65.0873,65.0873,0.0006811989100817438,1.1357380842162315
149,12872,Apparel,9.552742424242425,4.393939393939394,0.4090909090909091,20,M,New Jersey,116,31,4488.95722,144.80507161290322,0.02111716621253406,55.949906325498
150,12875,Office,0.24,1.0,0.0,24,F,New Jersey,240,1,7.056,7.056,0.0006811989100817438,0.10553431980339895
151,12877,Apparel,22.872294117647055,1.1176470588235294,0.5882352941176471,23,F,New Jersey,123,11,1230.50401,111.86400090909092,0.007493188010899182,17.637408383799904
152,12908,Nest-USA,22.8,1.0,0.0,32,M,Washington DC,33,1,213.64,213.64,0.0006811989100817438,4.260459577248327
153,12913,Office,5.157,1.0,0.25,21,F,New York,289,2,82.57288000000001,41.286440000000006,0.0013623978201634877,1.080638978795596
154,12915,Nest-USA,8.645384615384616,2.8461538461538463,0.3076923076923077,3,F,Washington DC,344,7,1208.93444,172.70492,0.004768392370572207,2.2602053892485654
155,12916,Office,9.791450000000001,4.45,0.375,2,F,New York,87,19,4233.48856,222.81518736842105,0.012942779291553134,5.276577092487138
156,12921,Nest-USA,17.448474576271188,6.677966101694915,0.3559322033898305,49,M,New York,165,30,5937.89708,197.92990266666666,0.020435967302452316,181.32289623853845
157,12924,Lifestyle,2.3025,1.5,0.0,45,M,California,118,1,24.58801,24.58801,0.0006811989100817438,0.6895405268572415
158,12928,Apparel,5.087823529411764,1.2352941176470589,0.5294117647058824,21,F,Chicago,204,8,346.43788,43.304735,0.005449591280653951,4.533864833820876
159,12929,Nest-USA,32.939625,1.625,0.375,26,F,Chicago,26,5,742.9946199999999,148.59892399999998,0.0034059945504087193,12.038792208884914
160,12931,Apparel,2.9069999999999996,1.0,0.5,44,F,New York,186,2,27.87404,13.93702,0.0013623978201634877,0.7643222403462793
161,12935,Apparel,3.071851851851852,1.8148148148148149,0.2962962962962963,23,F,New York,77,2,9013.21872,4506.60936,0.0013623978201634877,129.19081784800542
162,12939,Apparel,6.408,3.0,0.3333333333333333,19,F,Chicago,146,2,246.63976,123.31988,0.0013623978201634877,2.92038824436294
163,12942,Apparel,4.4278125,2.25,0.5,4,F,New Jersey,265,7,867.01715,123.85959285714286,0.004768392370572207,2.1612827188003476
164,12944,Lifestyle,7.269785714285715,3.0,0.2857142857142857,43,F,California,179,7,1123.72294,160.53184857142858,0.004768392370572207,30.112832182871283
165,12947,Nest-USA,20.949472222222223,1.5,0.3055555555555556,48,M,California,66,25,4819.4365,192.77746,0.0170299727520436,144.1655195190402
166,12951,Apparel,5.092650000000001,1.4,0.45,18,F,New York,81,6,975.6509,162.60848333333334,0.004087193460490463,10.944372246712797
167,12956,Nest-USA,47.40015789473684,1.8421052631578947,0.2631578947368421,48,F,Chicago,1,14,2426.63885,173.3313464285714,0.009536784741144414,72.58891169026424
168,12957,Apparel,2.9323548387096774,2.2580645161290325,0.25806451612903225,44,F,Chicago,153,13,1300.28898,100.02222923076923,0.008855585831062671,35.65467317587183
169,12963,Apparel,3.7056875,3.0625,0.125,9,M,New York,265,6,998.94699,166.491165,0.004087193460490463,5.602848166948489
170,12967,Apparel,11.139368421052632,1.2105263157894737,0.2631578947368421,34,F,New York,192,10,1565.37982,156.537982,0.006811989100817439,33.16824932847152
171,12970,Apparel,6.38,6.5,0.375,2,F,California,89,2,567.7338,283.8669,0.0013623978201634877,0.7076176352560343
172,12971,Nest-USA,15.599212765957446,3.1914893617021276,0.2978723404255319,43,F,Washington DC,13,31,4175.78732,134.70281677419356,0.02111716621253406,111.90016535439051
173,12980,Notebooks & Journals,41.2525,24.0,0.3333333333333333,23,M,California,131,4,1135.91135,283.9778375,0.0027247956403269754,16.2815660939971
174,12989,Apparel,8.59,1.0,0.0,5,F,California,118,2,172.7776,86.3888,0.0013623978201634877,0.538370609329641
175,12990,Nest,55.654999999999994,1.3333333333333333,0.3333333333333333,47,F,California,18,2,428.56425,214.282125,0.0013623978201634877,12.552715897479565
176,12997,Office,8.827888888888888,4.944444444444445,0.3888888888888889,45,F,California,41,7,856.6084800000001,122.37264000000002,0.004768392370572207,24.022532226462452
177,13000,Nest-USA,7.694,1.0909090909090908,0.18181818181818182,32,M,New Jersey,252,8,934.52017,116.81502125,0.005449591280653951,18.63642299385993
178,13001,Apparel,20.3355,3.8055555555555554,0.4444444444444444,45,F,Chicago,66,23,2296.35832,99.84166608695651,0.015667574931880108,64.39854733367237
179,13002,Nest-USA,12.041285714285715,1.2857142857142858,0.14285714285714285,44,F,Washington DC,66,5,883.6959,176.73918,0.0034059945504087193,24.231450843610098
180,13004,Apparel,18.28759722222222,3.25,0.3611111111111111,37,F,California,52,37,5318.09108,143.73219135135136,0.025204359673024524,122.62567092351641
181,13008,Nest-USA,40.48433333333333,2.8,0.13333333333333333,48,F,Chicago,95,8,1737.7783,217.2222875,0.005449591280653951,51.982780855897666
182,13011,Bags,7.111999999999999,5.666666666666667,0.6666666666666666,18,F,New York,336,3,245.94072,81.98024,0.0020435967302452314,2.758842112793175
183,13013,Apparel,13.612358208955223,2.3582089552238807,0.26865671641791045,13,M,Chicago,332,28,5314.0266,189.7866642857143,0.01907356948228883,43.05176666682135
184,13021,Apparel,34.687124999999995,10.25,0.375,29,M,Chicago,202,6,1816.44974,302.74162333333334,0.004087193460490463,32.82806503490448
